22:37:11.834 [FXGL Launcher Thread     ] DEBUG FXGL                 - FXGL logger initialized
22:37:11.836 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<AudioPlayer>> initialized
22:37:11.837 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Asset cacheSize=35
22:37:11.838 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<AssetLoader>> initialized
22:37:11.838 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<EventBus>> initialized
22:37:11.841 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
22:37:11.856 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/core/notification.wav
22:37:11.872 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/select.wav
22:37:11.873 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/back.wav
22:37:11.875 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/press.wav
22:37:11.877 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
22:37:12.020 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/fonts/lucida_console.ttf
22:37:12.035 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/css/fxgl_dark.css
22:37:12.035 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/icons/fxgl_icon.png
22:37:12.047 [FXGL Launcher Thread     ] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/lukel/Documents/Programming/CellularAutomata/ElementaryCellularAutomata/lib/fxgl-0.3.4-uber.jar!/assets/ui/css/fxgl_dark.css)
22:37:12.048 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Display>> initialized
22:37:12.050 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Executor>> initialized
22:37:12.056 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<NotificationService>> initialized
22:37:12.056 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Net>> initialized
22:37:12.064 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Gameplay>> initialized
22:37:12.069 [FXGL Launcher Thread     ] DEBUG FXGLPooler           - Default pool size for objects = 128
22:37:12.069 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Pooler>> initialized
22:37:12.070 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<ExceptionHandler>> initialized
22:37:12.071 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<UIFactory>> initialized
22:37:12.071 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<DialogFactory>> initialized
22:37:12.071 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<SceneFactory>> initialized
22:37:12.071 [FXGL Launcher Thread     ] DEBUG FXGL                 - Loading FXGL system data
22:37:12.084 [FXGL Launcher Thread     ] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
22:37:12.087 [FXGL Launcher Thread     ] DEBUG FS                   - Reading from: system\fxgl.bundle
22:37:12.095 [FXGL Launcher Thread     ] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
22:37:12.095 [FXGL Launcher Thread     ] DEBUG Bundle               - Logging bundle: FXGL
22:37:12.096 [FXGL Launcher Thread     ] DEBUG Bundle               - FXGL.offline.timer.version.check=2017-07-11T21:40:31.112
22:37:12.096 [FXGL Launcher Thread     ] DEBUG GameApplication      - FXGL configuration complete
22:37:12.096 [FXGL Launcher Thread     ] INFO  GameApplication      - FXGL configuration took:  0.691 sec
22:37:12.097 [FXGL Launcher Thread     ] DEBUG GameApplication      - Logging game settings
Title: Elementary Cellular Automata
Version: 0.0
Width: 1000
Height: 1000
Fullscreen: false
Intro: false
Menus: false
Profiling: false
App Mode: DEVELOPER
Menu Style: FXGL_DEFAULT
Menu Key: ESCAPE
Services: []
22:37:12.108 [FXGL Launcher Thread     ] DEBUG GameApplication      - Configuring GameApplication
22:37:12.109 [FXGL Launcher Thread     ] DEBUG AppStateMachine      - Initializing application states
22:37:12.112 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
22:37:12.115 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
22:37:12.155 [FXGL Launcher Thread     ] DEBUG GameWorld            - Game world initialized
22:37:12.204 [FXGL Launcher Thread     ] DEBUG PhysicsWorld         - Physics world initialized: appHeight=1000, physics.ppm=50.0
22:37:12.211 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
22:37:12.228 [FXGL Launcher Thread     ] DEBUG GameScene            - Game scene initialized: 1000x1000
22:37:12.245 [FXGL Launcher Thread     ] DEBUG Input                - Registered new binding: Pause - Esc
22:37:12.253 [FXGL Launcher Thread     ] INFO  GameApplication      - Game configuration took:  0.145 sec
22:37:12.256 [JavaFX Application Thread] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 1000.0] x DoubleProperty [value: 1000.0] @ 1.0
22:37:12.257 [JavaFX Application Thread] DEBUG FXGLDisplay          - New size:    1000.0 x 1000.0 @ DoubleProperty [value: 1.0]
22:37:12.257 [JavaFX Application Thread] DEBUG FXGLDisplay          - Opening primary stage
22:37:12.284 [JavaFX Application Thread] DEBUG FXGLDisplay          - Stage shown
22:37:12.284 [JavaFX Application Thread] DEBUG FXGLDisplay          - Root size: 1000.0x1000.0
22:37:12.284 [JavaFX Application Thread] DEBUG FXGLDisplay          - Scene size: 1000.0x1000.0
22:37:12.284 [JavaFX Application Thread] DEBUG FXGLDisplay          - Stage size: 1016.0x1039.0
22:37:12.312 [JavaFX Application Thread] DEBUG GameApplication      - Running preInit()
22:37:12.313 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Screenshot - P
22:37:12.314 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Dev Options - CTRL+0
22:37:12.353 [JavaFX Application Thread] DEBUG GameApplication      - Starting main loop
22:37:12.358 [JavaFX Application Thread] DEBUG StartupState         - STARTUP
22:37:12.358 [JavaFX Application Thread] DEBUG GameApplication      - Starting new game
22:37:12.358 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
22:37:12.358 [JavaFX Application Thread] DEBUG AppStateMachine      - StartupState -> LoadingState
22:37:12.515 [JavaFX Application Thread] DEBUG InitAppTask          - @SetEntityFactory: []
22:37:12.515 [JavaFX Application Thread] DEBUG InitAppTask          - @AddCollisionHandler: []
22:37:12.518 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Clearing previous game
22:37:12.518 [FXGL Background Thread 1 ] DEBUG GameWorld            - Resetting game world
22:37:12.519 [FXGL Background Thread 1 ] DEBUG PhysicsWorld         - Resetting physics world
22:37:12.519 [FXGL Background Thread 1 ] DEBUG GameScene            - Resetting game scene
22:37:12.519 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Assets
22:37:12.520 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Game
22:37:12.555 [FXGL Background Thread 1 ] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:12.560 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Physics
22:37:12.560 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing UI
22:37:12.560 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initialization Complete
22:37:12.560 [FXGL Background Thread 1 ] INFO  InitAppTask          - Game initialization took: 0.042 sec
22:37:12.601 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
22:37:12.601 [JavaFX Application Thread] DEBUG AppStateMachine      - LoadingState -> PlayState
22:37:15.973 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:16.357 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:16.358 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:16.359 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:19.697 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:19.805 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:19.806 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:19.806 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:23.141 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:23.262 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:23.262 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:23.262 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:26.584 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:26.585 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:26.585 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:26.585 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:29.974 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:30.105 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:30.105 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:30.106 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:33.439 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:33.540 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:33.540 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:33.541 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:36.875 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:37.028 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:37.029 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:37.029 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
22:37:40.355 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
22:37:40.383 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
22:37:40.383 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
22:37:40.383 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
