17:13:22.725 [FXGL Launcher Thread     ] DEBUG FXGL                 - FXGL logger initialized
17:13:22.727 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<AudioPlayer>> initialized
17:13:22.728 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Asset cacheSize=35
17:13:22.728 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<AssetLoader>> initialized
17:13:22.729 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<EventBus>> initialized
17:13:22.731 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
17:13:22.746 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/core/notification.wav
17:13:22.763 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/select.wav
17:13:22.764 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/back.wav
17:13:22.766 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/sounds/menu/press.wav
17:13:22.768 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/fonts/Copperplate_Gothic_Light_Regular.ttf
17:13:22.983 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/fonts/lucida_console.ttf
17:13:22.996 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/css/fxgl_dark.css
17:13:22.997 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/icons/fxgl_icon.png
17:13:23.009 [FXGL Launcher Thread     ] DEBUG FXGLDisplay          - Using CSS: CSS(externalForm=jar:file:/C:/Users/lukel/Documents/Programming/CellularAutomata/More1DAutomata/lib/fxgl-0.3.4-uber.jar!/assets/ui/css/fxgl_dark.css)
17:13:23.010 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Display>> initialized
17:13:23.012 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Executor>> initialized
17:13:23.019 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<NotificationService>> initialized
17:13:23.020 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Net>> initialized
17:13:23.030 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Gameplay>> initialized
17:13:23.035 [FXGL Launcher Thread     ] DEBUG FXGLPooler           - Default pool size for objects = 128
17:13:23.035 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<Pooler>> initialized
17:13:23.036 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<ExceptionHandler>> initialized
17:13:23.036 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<UIFactory>> initialized
17:13:23.036 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<DialogFactory>> initialized
17:13:23.037 [FXGL Launcher Thread     ] DEBUG FXGL                 - Service <<SceneFactory>> initialized
17:13:23.037 [FXGL Launcher Thread     ] DEBUG FXGL                 - Loading FXGL system data
17:13:23.041 [FXGL Launcher Thread     ] DEBUG IOTask               - Executing task: readDataTask(system/fxgl.bundle)
17:13:23.044 [FXGL Launcher Thread     ] DEBUG FS                   - Reading from: system\fxgl.bundle
17:13:23.052 [FXGL Launcher Thread     ] DEBUG IOTask               - Task succeeded: readDataTask(system/fxgl.bundle)
17:13:23.052 [FXGL Launcher Thread     ] DEBUG Bundle               - Logging bundle: FXGL
17:13:23.053 [FXGL Launcher Thread     ] DEBUG Bundle               - FXGL.offline.timer.version.check=2017-07-11T23:54:35.862
17:13:23.053 [FXGL Launcher Thread     ] DEBUG GameApplication      - FXGL configuration complete
17:13:23.053 [FXGL Launcher Thread     ] INFO  GameApplication      - FXGL configuration took:  0.929 sec
17:13:23.054 [FXGL Launcher Thread     ] DEBUG GameApplication      - Logging game settings
Title: Elementary Cellular Automata
Version: 1.0
Width: 1000
Height: 1015
Fullscreen: false
Intro: false
Menus: false
Profiling: false
App Mode: DEVELOPER
Menu Style: FXGL_DEFAULT
Menu Key: ESCAPE
Services: []
17:13:23.063 [FXGL Launcher Thread     ] DEBUG GameApplication      - Configuring GameApplication
17:13:23.064 [FXGL Launcher Thread     ] DEBUG AppStateMachine      - Initializing application states
17:13:23.067 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
17:13:23.071 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
17:13:23.104 [FXGL Launcher Thread     ] DEBUG GameWorld            - Game world initialized
17:13:23.137 [FXGL Launcher Thread     ] DEBUG PhysicsWorld         - Physics world initialized: appHeight=1015, physics.ppm=50.0
17:13:23.144 [FXGL Launcher Thread     ] DEBUG FXGLAssetLoader      - Loading from disk: /assets/ui/cursors/fxgl_default.png
17:13:23.160 [FXGL Launcher Thread     ] DEBUG GameScene            - Game scene initialized: 1000x1015
17:13:23.177 [FXGL Launcher Thread     ] DEBUG Input                - Registered new binding: Pause - Esc
17:13:23.186 [FXGL Launcher Thread     ] INFO  GameApplication      - Game configuration took:  0.122 sec
17:13:23.188 [JavaFX Application Thread] DEBUG FXGLDisplay          - Target size: DoubleProperty [value: 1000.0] x DoubleProperty [value: 1015.0] @ 1.0
17:13:23.189 [JavaFX Application Thread] DEBUG FXGLDisplay          - New size:    1000.0 x 1015.0 @ DoubleProperty [value: 1.0]
17:13:23.189 [JavaFX Application Thread] DEBUG FXGLDisplay          - Opening primary stage
17:13:23.217 [JavaFX Application Thread] DEBUG FXGLDisplay          - Stage shown
17:13:23.217 [JavaFX Application Thread] DEBUG FXGLDisplay          - Root size: 1000.0x1015.0
17:13:23.217 [JavaFX Application Thread] DEBUG FXGLDisplay          - Scene size: 1000.0x1015.0
17:13:23.217 [JavaFX Application Thread] DEBUG FXGLDisplay          - Stage size: 1016.0x1054.0
17:13:23.244 [JavaFX Application Thread] DEBUG GameApplication      - Running preInit()
17:13:23.245 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Screenshot - P
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Dev Options - CTRL+0
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: RANDOM - R
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 1 - 1
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num1 - Numpad 1
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 2 - 2
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num2 - Numpad 2
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 3 - 3
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num3 - Numpad 3
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 4 - 4
17:13:23.246 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num4 - Numpad 4
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 5 - 5
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num5 - Numpad 5
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 6 - 6
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num6 - Numpad 6
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 7 - 7
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num7 - Numpad 7
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 8 - 8
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num8 - Numpad 8
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 9 - 9
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num9 - Numpad 9
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: 0 - 0
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: num0 - Numpad 0
17:13:23.247 [JavaFX Application Thread] DEBUG Input                - Registered new binding: ENTER - Enter
17:13:23.248 [JavaFX Application Thread] DEBUG Input                - Registered new binding: BACKSPACE - Backspace
17:13:23.248 [JavaFX Application Thread] DEBUG Input                - Registered new binding: PAUSE - Space
17:13:23.285 [JavaFX Application Thread] DEBUG GameApplication      - Starting main loop
17:13:23.287 [JavaFX Application Thread] DEBUG StartupState         - STARTUP
17:13:23.288 [JavaFX Application Thread] DEBUG GameApplication      - Starting new game
17:13:23.288 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
17:13:23.288 [JavaFX Application Thread] DEBUG AppStateMachine      - StartupState -> LoadingState
17:13:23.591 [JavaFX Application Thread] DEBUG InitAppTask          - @SetEntityFactory: []
17:13:23.591 [JavaFX Application Thread] DEBUG InitAppTask          - @AddCollisionHandler: []
17:13:23.600 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Clearing previous game
17:13:23.601 [FXGL Background Thread 1 ] DEBUG GameWorld            - Resetting game world
17:13:23.602 [FXGL Background Thread 1 ] DEBUG PhysicsWorld         - Resetting physics world
17:13:23.602 [FXGL Background Thread 1 ] DEBUG GameScene            - Resetting game scene
17:13:23.602 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Assets
17:13:23.602 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Game
17:13:23.634 [FXGL Background Thread 1 ] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
17:13:23.637 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Physics
17:13:23.637 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing UI
17:13:23.637 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initialization Complete
17:13:23.638 [FXGL Background Thread 1 ] INFO  InitAppTask          - Game initialization took: 0.037 sec
17:13:23.666 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
17:13:23.666 [JavaFX Application Thread] DEBUG AppStateMachine      - LoadingState -> PlayState
17:13:27.855 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
17:13:27.862 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
17:13:27.862 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
17:13:27.864 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
17:13:36.598 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
17:13:38.950 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
17:13:38.950 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
17:13:38.951 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
17:13:40.416 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
17:13:40.459 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
17:13:40.460 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
17:13:40.460 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
17:13:49.581 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
17:13:52.367 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
17:13:52.367 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
17:13:52.368 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
17:13:56.582 [JavaFX Application Thread] DEBUG GameWorld            - Resetting game world
17:13:57.220 [JavaFX Application Thread] DEBUG PhysicsWorld         - Resetting physics world
17:13:57.220 [JavaFX Application Thread] DEBUG GameScene            - Resetting game scene
17:13:57.220 [JavaFX Application Thread] DEBUG GameScene            - Creating render group for layer: BACKGROUND(1000)
